16S_NC_086922.1:1092-2771	Clupeonella abrau
AB208649.1	Girella leonina
AB208648.1	Girella punctata
EF104524.1	Maurolicus japonicus
EF104523.1	Maurolicus japonicus
EF104522.1	Maurolicus japonicus
EF104521.1	Maurolicus japonicus
DQ427053.1	Caranx melampygus
EU548222.1	Hippoglossoides elassodon
EU548219.1	Sebastes alutus
EU548218.1	Sebastes ruberrimus
EU548217.1	Sebastes maliger
EU548207.1	Pseudopleuronectes herzensteini
EU548206.1	Glyptocephalus zachirus
EU548205.1	Glyptocephalus zachirus
EU548204.1	Parophrys vetulus
EU548203.1	Parophrys vetulus
EU548190.1	Icelinus filamentosus
EU548188.1	Hemilepidotus jordani
EU548187.1	Myoxocephalus polyacanthocephalus
EU548186.1	Sardinops sagax
EU548185.1	Sardinops sagax
EU548184.1	Sardinops sagax
EU548183.1	Clupea pallasii
EU548163.1	Sebastes babcocki
EU548162.1	Sebastes flavidus
EU548161.1	Sebastes nigrocinctus
EU548160.1	Sebastes ruberrimus
EU548159.1	Sebastes aleutianus
EU548136.1	Limanda aspera
EU548135.1	Limanda aspera
EU548134.1	Hippoglossoides elassodon
EU548133.1	Atheresthes stomias
EU548132.1	Psettichthys melanostictus
EU548131.1	Psettichthys melanostictus
EU548130.1	Pleuronichthys decurrens
EU548129.1	Hippoglossus stenolepis
EU548128.1	Glyptocephalus zachirus
EU548127.1	Parophrys vetulus
EU548126.1	Parophrys vetulus
EU548125.1	Parophrys vetulus
EU548124.1	Lepidopsetta bilineata
EU548123.1	Lepidopsetta polyxystra
EU548122.1	Microstomus pacificus
EU548121.1	Microstomus pacificus
EU548120.1	Eopsetta jordani
EU548118.1	Syngnathus leptorhynchus
EU548112.1	Stenobrachius leucopsarus
EU548111.1	Stenobrachius leucopsarus
EU548110.1	Diaphus theta
EU548109.1	Diaphus theta
EU548108.1	Lampanyctus jordani
EU548107.1	Lampanyctus jordani
EU548106.1	Ammodytes hexapterus
EU548101.1	Merluccius productus
EU548172.1	Sebastes auriculatus
EU548171.1	Sebastes nebulosus
EU548170.1	Sebastes caurinus
EU548169.1	Sebastes maliger
EU548168.1	Sebastes brevispinis
EU548167.1	Sebastes melanops
EU548165.1	Sebastes alutus
EU548164.1	Sebastes entomelas
EU548097.1	Hemilepidotus hemilepidotus
EU548096.1	Enophrys bison
EU548095.1	Myoxocephalus polyacanthocephalus
EU548094.1	Myoxocephalus polyacanthocephalus
EU548093.1	Clupea pallasii
EU548092.1	Clupea pallasii
EU548091.1	Sardinops sagax
EU548090.1	Squalus acanthias
EU548089.1	Beringraja rhina
EU548088.1	Beringraja binoculata
EU548087.1	Eumetopias jubatus
EF363032.1	Gouania willdenowi
EF363031.1	Gobiesox barbatulus
EF455863.1	Alosa pseudoharengus
EF455862.1	Alosa pseudoharengus
EF455861.1	Alosa pseudoharengus
AM911217.1	Engraulis encrasicolus
AM911216.1	Engraulis ringens
AM911215.1	Engraulis anchoita
AM911214.1	Engraulis japonicus
AM911213.1	Engraulis mordax
AM911212.1	Engraulis encrasicolus
AM911211.1	Engraulis encrasicolus
AM911210.1	Engraulis ringens
AM911209.1	Engraulis encrasicolus
AM911208.1	Coilia nasus
AM911207.1	Sardinella aurita
AM911206.1	Sardinella brasiliensis
AM911205.1	Sardinella maderensis
AM911204.1	Clupea harengus
AM911203.1	Ethmalosa fimbriata
AM911202.1	Sardinops sagax
AM911201.1	Sprattus sprattus
AM911200.1	Sardina pilchardus
EU445358.1	Cynoscion striatus
EU445357.1	Merluccius productus
EU410421.1	Sardina pilchardus
EU410420.1	Engraulis encrasicolus
EU410419.1	Pomatomus saltatrix
EU410418.1	Helicolenus dactylopterus
EU410417.1	Pomadasys incisus
EU410415.1	Ruvettus pretiosus
EU410414.1	Lophius budegassa
EU410413.1	Dentex maroccanus
EU419754.1	Sardina pilchardus
EU419752.1	Engraulis encrasicolus
EU400160.1	Hypsypops rubicundus
AM158300.1	Epinephelus marginatus
AM158299.1	Epinephelus marginatus
AM158298.1	Epinephelus marginatus
AM158297.1	Epinephelus costae
AM158296.1	Epinephelus costae
AM158295.1	Epinephelus costae
AM158294.1	Epinephelus caninus
AM158293.1	Mycteroperca rubra
AM158292.1	Mycteroperca rubra
AM158291.1	Polyprion americanus
AM158290.1	Serranus hepatus
AM158289.1	Serranus hepatus
AM158288.1	Serranus scriba
AM158287.1	Serranus atricauda
AM158286.1	Serranus atricauda
AM158285.1	Serranus cabrilla
AM158284.1	Serranus cabrilla
AM158283.1	Serranus cabrilla
EU346762.1	Takifugu fasciatus
AM939933.1	Lophius piscatorius
AM939932.1	Lophius budegassa
AM939931.1	Ephippion guttifer
AM939930.1	Diodon holocanthus
AM939929.1	Carinotetraodon lorteti
AM939928.1	Colomesus asellus
AM939927.1	Pao palembangensis
AM939926.1	Tetraodon fluviatilis
AM939925.1	Lagocephalus lunaris
AM939924.1	Takifugu alboplumbeus
EU364559.1	Oxyurichthys petersi
EU364558.1	Dussumieria elopsoides
EU364557.1	Dussumieria elopsoides
EU364556.1	Dussumieria elopsoides
AB288333.1	Conger myriaster
AB288332.1	Conger myriaster
AB288331.1	Conger myriaster
AB288330.1	Conger myriaster
AB288329.1	Conger myriaster
AB288328.1	Conger myriaster
AB288327.1	Conger myriaster
AB288326.1	Conger myriaster
AB288325.1	Conger myriaster
AB288324.1	Conger myriaster
AB288323.1	Conger myriaster
AB288322.1	Conger myriaster
AB288321.1	Conger myriaster
AB288320.1	Conger myriaster
AB236434.1	Pandaka lidwilli
AB122001.1	Luciogobius guttatus
AB121999.1	Luciogobius guttatus
AB121997.1	Luciogobius guttatus
AB121995.1	Luciogobius guttatus
AB121993.1	Luciogobius guttatus
AB121991.1	Luciogobius guttatus
AB121989.1	Luciogobius guttatus
AB121987.1	Luciogobius guttatus
AB121985.1	Luciogobius pallidus
AB121983.1	Luciogobius elongatus
AB121981.1	Luciogobius grandis
AB121979.1	Clariger cosmurus
AB108642.1	Pandaka lidwilli
AB108640.1	Pandaka lidwilli
AB108638.1	Pandaka lidwilli
AB108636.1	Pandaka lidwilli
AB108634.1	Pandaka lidwilli
AB108632.1	Pandaka lidwilli
AB108630.1	Pandaka lidwilli
AB108628.1	Pandaka lidwilli
AB108626.1	Pandaka trimaculata
AB108624.1	Pandaka trimaculata
AB108622.1	Pandaka trimaculata
AB108620.1	Pandaka trimaculata
AB108618.1	Pandaka trimaculata
AB108616.1	Pandaka trimaculata
AB108614.1	Pandaka trimaculata
AB108612.1	Pandaka trimaculata
AB108610.1	Pandaka trimaculata
AB108608.1	Pandaka trimaculata
AB108606.1	Pandaka trimaculata
AB108604.1	Pandaka trimaculata
AB108602.1	Pandaka trimaculata
AB108600.1	Pandaka lidwilli
AB108598.1	Pandaka lidwilli
AB108596.1	Pandaka lidwilli
AB108594.1	Pandaka lidwilli
AB108592.1	Pandaka lidwilli
AB108590.1	Pandaka lidwilli
AB108588.1	Pandaka lidwilli
AB108586.1	Pandaka lidwilli
AB108584.1	Pandaka lidwilli
AB108582.1	Brachygobius kabiliensis
AB108580.1	Brachygobius doriae
AB108578.1	Eutaeniichthys gilli
AB108577.1	Eutaeniichthys gilli
AB108576.1	Eutaeniichthys gilli
AB108575.1	Eutaeniichthys gilli
AB108574.1	Eutaeniichthys gilli
AB108573.1	Eutaeniichthys gilli
AB108572.1	Eutaeniichthys gilli
AB108571.1	Eutaeniichthys gilli
AB108570.1	Eutaeniichthys gilli
AB108569.1	Luciogobius guttatus
AB028799.1	Tiliqua gigas
AB028798.1	Bellatorias frerei
AB028797.1	Corucia zebrata
AB028796.1	Carlia fusca
AB028791.1	Trachylepis striata
AB028790.1	Eutropis rudis
AB028789.1	Trachylepis quinquetaeniata
AB028788.1	Eutropis multifasciata
AB028787.1	Eutropis longicaudata
AB028786.1	Subdoluseps bowringii
AB028785.1	Lamprolepis smaragdina
AB028784.1	Dasia grisea
AB028783.1	Dasia olivacea
AB028781.1	Plestiodon latiscutatus
AB122030.1	Lates niloticus
AB096007.1	Trachurus trachurus
EU257203.1	Sillago vincenti
EU257202.1	Sillago sihama
DQ485965.1	Buteo galapagoensis
EU099475.2	Alopias pelagicus
EU196047.1	Merluccius capensis
EU196046.1	Merluccius paradoxus
EU196045.1	Merluccius hubbsi
EU196044.1	Merluccius merluccius
AB267698.1	Conger myriaster
AB267697.1	Conger myriaster
AB267696.1	Conger myriaster
AB267695.1	Conger myriaster
AB267694.1	Conger myriaster
AB267693.1	Conger myriaster
AB267692.1	Conger myriaster
AB267691.1	Conger myriaster
AB267690.1	Conger myriaster
AB267689.1	Conger myriaster
AB267688.1	Conger myriaster
AB267687.1	Conger myriaster
AB267686.1	Conger myriaster
AB267685.1	Conger myriaster
AB267684.1	Conger myriaster
AB267683.1	Conger myriaster
AB267682.1	Conger myriaster
AB267681.1	Conger myriaster
AB267680.1	Conger myriaster
AB267679.1	Conger myriaster
EU099517.1	Alepocephalus tenebrosus
EU099516.1	Bathyraja interrupta
EU099515.1	Apristurus kampae
EU099514.1	Eptatretus deani
EU099513.1	Glyptocephalus zachirus
EU099511.1	Alosa sapidissima
EU099510.1	Beringraja rhina
EU099509.1	Apristurus brunneus
EU099508.1	Cataetyx rubrirostris
EU099507.1	Poromitra crassiceps
EU099506.1	Sternoptyx diaphana
EU099505.1	Coryphaenoides acrolepis
EU099504.1	Myxine circifrons
EU099503.1	Mustelus henlei
EU099502.1	Cyclothone pallida
EU099500.1	Engraulis mordax
EU099497.1	Argyropelecus hemigymnus
EU099496.1	Psettichthys melanostictus
EU099495.1	Hemilepidotus hemilepidotus
EU099494.1	Beringraja binoculata
EU099493.1	Acanthocybium solandri
EU099492.1	Echeneis naucrates
EU099491.1	Paranthias colonus
EU099490.1	Balistes polylepis
EU099489.1	Tetronarce californica
EU099488.1	Parophrys vetulus
EU099486.1	Coryphaenoides yaquinae
EU099481.1	Enophrys bison
EU099479.1	Xiphias gladius
EU099478.1	Makaira nigricans
EU099477.1	Sphyraena argentea
EU099476.1	Lampris guttatus
EU099472.1	Scomber japonicus
EU099471.1	Argyropelecus affinis
EU099470.1	Paralabrax maculatofasciatus
EU099469.1	Paralabrax clathratus
EU099468.1	Paralabrax auroguttatus
EU099467.1	Pseudobatos productus
EU099465.1	Regalecus glesne
EU099464.1	Bathyraja trachura
EU099463.1	Pristigenys serrula
EU099462.1	Azurina hirundo
EU099461.1	Stereolepis gigas
EU099460.1	Pleuronichthys verticalis
EU099459.1	Parophrys vetulus
EU099458.1	Microstomus pacificus
EU099457.1	Lyopsetta exilis
EU099456.1	Eptatretus stoutii
EU099455.1	Stenobrachius leucopsarus
EU099454.1	Coryphaenoides filifer
EU099452.1	Cyclothone signata
EU099451.1	Cyclothone pseudopallida
EU099450.1	Anchoa delicatissima
EU099449.1	Artedius lateralis
EU099448.1	Argentina sialis
EU144041.1	Geronticus eremita
EU144039.1	Accipiter nisus
EU144037.1	Neophron percnopterus
EU144031.1	Aquila heliaca
EU144028.1	Gypaetus barbatus
EF419270.1	Pristotis obtusirostris
EF419269.1	Chrysiptera rollandi
EF419268.1	Pomacentrus moluccensis
EF419267.1	Amblyglyphidodon leucogaster
EF419266.1	Amblyglyphidodon curacao
EF419265.1	Amblyglyphidodon aureus
EF419264.1	Amblyglyphidodon curacao
EF419263.1	Amblyglyphidodon curacao
AY078466.1	Galaxias macronasus
AY078465.1	Galaxias macronasus
DQ648435.1	Ventrifossa rhipidodorsalis
DQ648434.1	Ventrifossa longibarbata
DQ648433.1	Ventrifossa garmani
DQ648432.1	Deveximentum megalolepis
DQ648431.1	Physiculus japonicus
DQ648430.1	Monocentris japonica
DQ648429.1	Leiognathus equula
DQ648428.1	Gazza minuta
DQ648427.1	Gadella jordani
DQ648426.1	Coelorinchus multispinulosus
DQ648419.1	Chlorophthalmus nigromarginatus
DQ648418.1	Chlorophthalmus albatrossis
DQ648417.1	Chlorophthalmus acutifrons
DQ648416.1	Aulotrachichthys prosthemius
DQ648415.1	Acropoma japonicum
DQ648414.1	Acropoma hanedai
EU136707.1	Phalacrocorax carbo
EU136705.1	Anser anser
EU136702.1	Rissa tridactyla
EU078992.1	Thunnus thynnus
EU078991.1	Anas platyrhynchos
EU078980.1	Pelecanus occidentalis
EU078979.1	Orcinus orca
AM779565.1	Trichiurus lepturus
AM779564.1	Trichiurus lepturus
AM779563.1	Trichiurus lepturus
AM779562.1	Trichiurus lepturus
AM779561.1	Trichiurus lepturus
AM779560.1	Trichiurus japonicus
AM779559.1	Trichiurus japonicus
AM779558.1	Trichiurus japonicus
AM779557.1	Trichiurus japonicus
AM779556.1	Trichiurus japonicus
AM779555.1	Trichiurus japonicus
AM779554.1	Trichiurus japonicus
AM779553.1	Trichiurus japonicus
AM779552.1	Trichiurus japonicus
DQ643037.1	Trichiurus brevis
DQ643036.1	Trichiurus lepturus
DQ643035.1	Trichiurus japonicus
AB021766.1	Conger japonicus
AB021765.1	Stemonidium hypomelas
AB021763.1	Anguilla nebulosa
AB021759.1	Anguilla rostrata
AB021757.1	Anguilla bicolor
AB021755.1	Anguilla mossambica
AB021749.1	Anguilla anguilla
AB021764.1	Anguilla interioris
AB021762.1	Anguilla obscura
AB021761.1	Anguilla reinhardtii
AB021760.1	Anguilla marmorata
AB021758.1	Anguilla megastoma
AB021756.1	Anguilla bicolor
AB021754.1	Anguilla dieffenbachii
AB021753.1	Anguilla celebesensis
AB021752.1	Anguilla malgumora
AB021751.1	Anguilla australis
AB021750.1	Anguilla australis
AB021748.1	Anguilla japonica
AY958650.2	Menticirrhus undulatus
AY958648.2	Cynoscion parvipinnis
AY958647.2	Cheilotrema saturnum
AY958646.2	Atractoscion nobilis
AY958644.2	Psychrolutes phrictus
AY958641.2	Pomacanthus zonipectus
AY958640.2	Polydactylus approximans
AY958639.2	Pleuronichthys ritteri
AY958638.2	Pleuronichthys decurrens
AY958637.2	Hypsopsetta guttulata
AY958635.2	Embassichthys bathybius
AY952505.2	Clidoderma asperrimum
AY952500.2	Xystreurys liolepis
AY952499.2	Paralichthys californicus
AY952486.2	Myrophis vafer
AY952484.2	Psenes pellucidus
AY952483.2	Cubiceps baxteri
AY952481.2	Nemichthys scolopaceus
AY949630.2	Avocettina infans
AY949628.2	Myliobatis californica
AY949626.2	Taaningichthys bathyphilus
AY949625.2	Symbolophorus evermanni
AY949624.2	Symbolophorus californiensis
AY949623.2	Notolychnus valdiviae
AY949621.2	Lampanyctus tenuiformis
AY947850.2	Merluccius productus
AY947849.2	Tactostoma macropus
AY947846.2	Melamphaes lugubris
AY947844.2	Caulolatilus princeps
AY947843.2	Caulolatilus affinis
AY947840.2	Lutjanus peru
AY920487.2	Semicossyphus pulcher
AY920486.2	Halichoeres californicus
AY920484.2	Kyphosus azureus
AY920480.2	Idiacanthus antrostomus
AY914745.2	Brachygenys californiensis
AY914744.2	Anisotremus davidsonii
AY914739.2	Lythrypnus dalli
AY836586.2	Carcharodon carcharias
AY835655.2	Careproctus melanurus
AY835654.2	Scorpaenichthys marmoratus
AY835648.2	Icelinus cavifrons
AY835645.2	Chitonotus pugetensis
AY835644.2	Artedius notospilotus
AY822075.2	Gibbonsia elegans
AY820742.2	Chauliodus macouni
AY820739.2	Cryptopsaras couesii
AY820737.2	Prionace glauca
AY820736.2	Carcharhinus longimanus
AY820734.2	Seriola lalandi
AY820732.2	Caranx vinctus
AY820731.2	Taractes asper
AY820730.2	Brama japonica
AY820729.2	Porichthys notatus
AY820728.2	Porichthys myriaster
AY786552.2	Congriscus megastomus
AY785300.2	Alopias superciliosus
AB236663.1	Gunnellichthys pleurotaenia
AB188460.1	Anguilla bicolor
AB188459.1	Anguilla bicolor
AB188458.1	Anguilla bicolor
AB188457.1	Anguilla bicolor
AB188456.1	Anguilla bicolor
AB188455.1	Anguilla bicolor
AB188454.1	Anguilla bicolor
AB188453.1	Anguilla bicolor
AB188452.1	Anguilla bicolor
AB188451.1	Anguilla bicolor
AB188450.1	Anguilla bicolor
AB188449.1	Anguilla bicolor
AB188448.1	Anguilla bicolor
AB188447.1	Anguilla bicolor
AB188446.1	Anguilla marmorata
AB188445.1	Anguilla marmorata
AB188444.1	Anguilla marmorata
AB188443.1	Anguilla bicolor
AB188442.1	Anguilla marmorata
AB188441.1	Anguilla marmorata
AB188440.1	Anguilla marmorata
AB188439.1	Anguilla bicolor
AB188438.1	Anguilla bicolor
AB188437.1	Anguilla marmorata
AB188436.1	Anguilla marmorata
AB188435.1	Anguilla marmorata
AB188434.1	Anguilla marmorata
AB188433.1	Anguilla marmorata
AB188432.1	Anguilla marmorata
AB188431.1	Anguilla marmorata
AB188430.1	Anguilla marmorata
AB188429.1	Anguilla marmorata
AB188428.1	Anguilla marmorata
AB188427.1	Anguilla marmorata
AB188426.1	Anguilla celebesensis
AB188425.1	Anguilla interioris
AB188424.1	Anguilla interioris
AB188423.1	Anguilla marmorata
AB188422.1	Anguilla interioris
AB188421.1	Anguilla marmorata
AB188420.1	Anguilla malgumora
AB188419.1	Anguilla marmorata
AB188418.1	Anguilla malgumora
AB188417.1	Anguilla malgumora
AB188415.1	Anguilla bicolor
AB188414.1	Anguilla malgumora
AB188413.1	Anguilla bicolor
AB188479.1	Anguilla bicolor
AB188478.1	Anguilla bicolor
AB188477.1	Anguilla bicolor
AB188476.1	Anguilla bicolor
AB188475.1	Anguilla bicolor
AB188474.1	Anguilla bicolor
AB188473.1	Anguilla bicolor
AB188472.1	Anguilla bicolor
AB188471.1	Anguilla bicolor
AB188470.1	Anguilla bicolor
AB188469.1	Anguilla bicolor
AB188468.1	Anguilla bicolor
AB188467.1	Anguilla bicolor
AB188466.1	Anguilla bicolor
AB188465.1	Anguilla bicolor
AB188464.1	Anguilla bicolor
AB188463.1	Anguilla bicolor
AB188462.1	Anguilla bicolor
AB188461.1	Anguilla bicolor
AB188411.1	Anguilla marmorata
AB188488.1	Anguilla bicolor
AB188487.1	Anguilla interioris
AB188486.1	Anguilla bicolor
AB188485.1	Anguilla bicolor
AB188484.1	Anguilla bicolor
AB188483.1	Anguilla bicolor
AB188482.1	Anguilla bicolor
AB188481.1	Anguilla bicolor
AB188480.1	Anguilla bicolor
AB188410.1	Anguilla marmorata
AB188409.1	Anguilla marmorata
AB188408.1	Anguilla marmorata
AB188407.1	Anguilla bicolor
AB188406.1	Anguilla marmorata
AB188405.1	Anguilla marmorata
AB188404.1	Anguilla marmorata
DQ437522.1	Entelurus aequoreus
AJ749379.1	Pseudechis australis
AJ749378.1	Pseudechis colletti
AJ749377.1	Pseudechis australis
AJ749376.1	Pseudechis australis
AJ749375.1	Pseudechis australis
AJ749374.1	Pseudechis papuanus
AJ749373.1	Pseudechis papuanus
AJ749372.1	Pseudechis butleri
AJ749371.1	Pseudechis guttatus
AJ749370.1	Pseudechis australis
AJ749369.1	Pseudechis australis
AJ749368.1	Pseudechis australis
AJ749367.1	Pseudechis australis
AJ749366.1	Pseudechis australis
AB002669.1	Cyclothone acclinidens
AB167706.1	Gnathophis nystromi
AB167704.1	Gnathophis nystromi
AB167703.1	Gnathophis ginanago
AB167702.1	Gnathophis nystromi
AB167701.1	Gnathophis nystromi
AB167700.1	Gnathophis nystromi
AB167699.1	Gnathophis nystromi
AB167698.1	Gnathophis nystromi
AB167697.1	Gnathophis nystromi
AB167696.1	Gnathophis nystromi
AB167695.1	Gnathophis nystromi
AB167694.1	Gnathophis nystromi
AB167693.1	Gnathophis nystromi
AB167692.1	Gnathophis nystromi
AB167691.1	Gnathophis nystromi
AB167690.1	Gnathophis nystromi
AB167689.1	Gnathophis nystromi
AB167688.1	Gnathophis nystromi
AB167687.1	Gnathophis nystromi
AB167686.1	Gnathophis nystromi
AB167685.1	Gnathophis nystromi
AB167684.1	Gnathophis nystromi
AB167683.1	Myrophinae sp.
AB167682.1	Gnathophis nystromi
AB167681.1	Gnathophis nystromi
AB167680.1	Gnathophis nystromi
AB167679.1	Gnathophis nystromi
AB167678.1	Gnathophis nystromi
AB167677.1	Gnathophis nystromi
AB167676.1	Gnathophis nystromi
AB167675.1	Gnathophis nystromi
AB167674.1	Gnathophis ginanago
AB167673.1	Gnathophis nystromi
AB167672.1	Gnathophis ginanago
AB167671.1	Gnathophis nystromi
AB167670.1	Gnathophis ginanago
AB167669.1	Gnathophis ginanago
AB167668.1	Gnathophis nystromi
AB167667.1	Gnathophis nystromi
AB167666.1	Myrophinae sp.
AB167665.1	Gnathophis nystromi
AB167664.1	Myrophinae sp.
AB167663.1	Gnathophis nystromi
AB167662.1	Gnathophis nystromi
AB167661.1	Gnathophis nystromi
AB167660.1	Gnathophis nystromi
AB167659.1	Gnathophis nystromi
AB167658.1	Gnathophis nystromi
AB167657.1	Gnathophis nystromi
AB167656.1	Gnathophis ginanago
AB167655.1	Gnathophis nystromi
AB167654.1	Gnathophis ginanago
AB167653.1	Gnathophis nystromi
AB167652.1	Gnathophis nystromi
AB167651.1	Gnathophis nystromi
AB167650.1	Gnathophis nystromi
AB167649.1	Gnathophis nystromi
AB167648.1	Gnathophis nystromi
AB167647.1	Gnathophis nystromi
AJ010816.1	Stenella coeruleoalba
EF042287.1	Nibea coibor
EF016453.1	Merluccius merluccius
DQ983932.1	Clupea harengus
DQ983931.1	Hippoglossus hippoglossus
DQ916162.1	Argyrosomus regius
DQ916152.1	Anguilla anguilla
DQ922644.1	Anas platyrhynchos
DQ922643.1	Squatina squatina
AB194242.1	Chelonodontops patoca
AB194241.1	Triodon macropterus
AB194240.1	Lagocephalus sceleratus
AB194239.1	Sphoeroides pachygaster
AB194238.1	Arothron nigropunctatus
AB194237.1	Arothron mappa
AB194236.1	Arothron manilensis
AB194235.1	Arothron hispidus
AB194234.1	Arothron stellatus
DQ900921.1	Clupanodon thrissa
DQ900920.1	Konosirus punctatus
DQ900919.1	Konosirus punctatus
AM158282.1	Apogon imberbis
DQ450966.1	Paralichthys lethostigma
DQ450965.1	Paralichthys lethostigma
DQ160200.1	Parablennius gattorugine
DQ160199.1	Parablennius gattorugine
DQ160198.1	Parablennius gattorugine
U85019.3	Centropomus medius
U85018.3	Centropomus pectinatus
U85017.3	Centropomus mexicanus
U85016.3	Centropomus parallelus
U85015.3	Centropomus nigrescens
U85014.3	Centropomus poeyi
U85013.3	Centropomus viridis
U85012.3	Centropomus undecimalis
U85011.3	Centropomus robalito
U85010.3	Centropomus armatus
U85009.3	Centropomus unionensis
U85008.3	Centropomus ensiferus
U85007.3	Lates niloticus
DQ839319.1	Steno bredanensis
DQ839318.1	Tursiops truncatus
DQ836920.1	Nibea coibor
DQ154107.1	Epinephelus akaara
DQ154105.1	Epinephelus coioides
DQ076714.1	Hemigymnus melapterus
DQ076713.1	Hemigymnus melapterus
DQ076712.1	Hemigymnus melapterus
DQ076711.1	Hemigymnus melapterus
DQ076710.1	Hemigymnus melapterus
DQ076709.1	Cheilinus oxycephalus
DQ076708.1	Thalassoma lunare
DQ076707.1	Hemigymnus melapterus
DQ076706.1	Hemigymnus melapterus
AM260944.1	Tripterygion tripteronotum
AM260943.1	Tripterygion tripteronotum
AM260942.1	Tripterygion tripteronotum
AM260941.1	Tripterygion tripteronotum
AM260940.1	Tripterygion tripteronotum
